timestamp_unix,datetime_iso,dt,active_car,switching_cars,state,raw_adc,raw_throttle_pct,smoothed_throttle_pct,engine_throttle_pct,idle_target_vol,idle_current_vol,idle_is_fading,hellcat_engine_load,hellcat_sim_gear,hellcat_sim_rpm,hellcat_smoothed_throttle,m4_lc_sounds_active,m4_sim_rpm,supra_sim_rpm,svj_clip_elapsed,svj_launch_firing,svj_launch_release_t,svj_rev_zone,svj_sim_gear,svj_smoothed_throttle
1779158607.280618,2026-05-18T21:43:27,0.018013,M4,false,ENGINE_OFF,15823,0.000000,0.000000,0.000000,0.700000,0.700000,false,,,,,false,800.000000,,,,,,,
1779158607.298598,2026-05-18T21:43:27,0.017994,M4,false,ENGINE_OFF,15823,0.000000,0.000000,0.000000,0.700000,0.700000,false,,,,,false,800.000000,,,,,,,
1779158607.316642,2026-05-18T21:43:27,0.018009,M4,false,ENGINE_OFF,15823,0.000000,0.000000,0.000000,0.700000,0.700000,false,,,,,false,800.000000,,,,,,,
1779158607.334619,2026-05-18T21:43:27,0.017988,M4,false,ENGINE_OFF,15823,0.000000,0.000000,0.000000,0.700000,0.700000,false,,,,,false,800.000000,,,,,,,
1779158607.352587,2026-05-18T21:43:27,0.017996,M4,false,ENGINE_OFF,15823,0.000000,0.000000,0.000000,0.700000,0.700000,false,,,,,false,800.000000,,,,,,,
1779158607.370595,2026-05-18T21:43:27,0.017994,M4,false,ENGINE_OFF,15823,0.000000,0.000000,0.000000,0.700000,0.700000,false,,,,,false,800.000000,,,,,,,
1779158607.388581,2026-05-18T21:43:27,0.018003,M4,false,ENGINE_OFF,15823,0.000000,0.000000,0.000000,0.700000,0.700000,false,,,,,false,800.000000,,,,,,,
1779158607.406595,2026-05-18T21:43:27,0.018002,M4,false,ENGINE_OFF,15823,0.000000,0.000000,0.000000,0.700000,0.700000,false,,,,,false,800.000000,,,,,,,
1779158607.424607,2026-05-18T21:43:27,0.018008,M4,false,ENGINE_OFF,15823,0.000000,0.000000,0.000000,0.700000,0.700000,false,,,,,false,800.000000,,,,,,,
1779158607.442642,2026-05-18T21:43:27,0.017992,M4,false,ENGINE_OFF,15823,0.000000,0.000000,0.000000,0.700000,0.700000,false,,,,,false,800.000000,,,,,,,
1779158607.460595,2026-05-18T21:43:27,0.017995,M4,false,ENGINE_OFF,15823,0.000000,0.000000,0.000000,0.700000,0.700000,false,,,,,false,800.000000,,,,,,,
1779158607.478602,2026-05-18T21:43:27,0.018013,M4,false,ENGINE_OFF,15823,0.000000,0.000000,0.000000,0.700000,0.700000,false,,,,,false,800.000000,,,,,,,
1779158607.496596,2026-05-18T21:43:27,0.017988,M4,false,ENGINE_OFF,15823,0.000000,0.000000,0.000000,0.700000,0.700000,false,,,,,false,800.000000,,,,,,,
1779158607.514649,2026-05-18T21:43:27,0.018022,M4,false,ENGINE_OFF,15823,0.000000,0.000000,0.000000,0.700000,0.700000,false,,,,,false,800.000000,,,,,,,
1779158607.532600,2026-05-18T21:43:27,0.017977,M4,false,ENGINE_OFF,15823,0.000000,0.000000,0.000000,0.700000,0.700000,false,,,,,false,800.000000,,,,,,,
1779158607.550627,2026-05-18T21:43:27,0.018014,M4,false,ENGINE_OFF,15823,0.000000,0.000000,0.000000,0.700000,0.700000,false,,,,,false,800.000000,,,,,,,
1779158607.568598,2026-05-18T21:43:27,0.017992,M4,false,ENGINE_OFF,15823,0.000000,0.000000,0.000000,0.700000,0.700000,false,,,,,false,800.000000,,,,,,,
1779158607.586654,2026-05-18T21:43:27,0.018013,M4,false,ENGINE_OFF,15823,0.000000,0.000000,0.000000,0.700000,0.700000,false,,,,,false,800.000000,,,,,,,
1779158607.604674,2026-05-18T21:43:27,0.018008,M4,false,ENGINE_OFF,15823,0.000000,0.000000,0.000000,0.700000,0.700000,false,,,,,false,800.000000,,,,,,,
1779158607.622617,2026-05-18T21:43:27,0.017984,M4,false,ENGINE_OFF,15823,0.000000,0.000000,0.000000,0.700000,0.700000,false,,,,,false,800.000000,,,,,,,
1779158607.640612,2026-05-18T21:43:27,0.017998,M4,false,ENGINE_OFF,15823,0.000000,0.000000,0.000000,0.700000,0.700000,false,,,,,false,800.000000,,,,,,,
1779158607.658743,2026-05-18T21:43:27,0.018117,M4,false,ENGINE_OFF,15823,0.000000,0.000000,0.000000,0.700000,0.700000,false,,,,,false,800.000000,,,,,,,
1779158607.676623,2026-05-18T21:43:27,0.017875,M4,false,ENGINE_OFF,15823,0.000000,0.000000,0.000000,0.700000,0.700000,false,,,,,false,800.000000,,,,,,,
1779158607.694805,2026-05-18T21:43:27,0.018200,M4,false,ENGINE_OFF,15823,0.000000,0.000000,0.000000,0.700000,0.700000,false,,,,,false,800.000000,,,,,,,
1779158607.712807,2026-05-18T21:43:27,0.018002,M4,false,ENGINE_OFF,15823,0.000000,0.000000,0.000000,0.700000,0.700000,false,,,,,false,800.000000,,,,,,,
1779158607.730812,2026-05-18T21:43:27,0.018001,M4,false,ENGINE_OFF,15823,0.000000,0.000000,0.000000,0.700000,0.700000,false,,,,,false,800.000000,,,,,,,
1779158607.748831,2026-05-18T21:43:27,0.017996,M4,false,ENGINE_OFF,15823,0.000000,0.000000,0.000000,0.700000,0.700000,false,,,,,false,800.000000,,,,,,,
1779158607.766820,2026-05-18T21:43:27,0.018007,M4,false,ENGINE_OFF,15823,0.000000,0.000000,0.000000,0.700000,0.700000,false,,,,,false,800.000000,,,,,,,
1779158607.784882,2026-05-18T21:43:27,0.017996,M4,false,ENGINE_OFF,15823,0.000000,0.000000,0.000000,0.700000,0.700000,false,,,,,false,800.000000,,,,,,,
1779158607.802797,2026-05-18T21:43:27,0.018013,M4,false,ENGINE_OFF,15823,0.000000,0.000000,0.000000,0.700000,0.700000,false,,,,,false,800.000000,,,,,,,
1779158607.820844,2026-05-18T21:43:27,0.017996,M4,false,ENGINE_OFF,15823,0.000000,0.000000,0.000000,0.700000,0.700000,false,,,,,false,800.000000,,,,,,,
1779158607.838843,2026-05-18T21:43:27,0.018034,M4,false,ENGINE_OFF,15823,0.000000,0.000000,0.000000,0.700000,0.700000,false,,,,,false,800.000000,,,,,,,
1779158607.856805,2026-05-18T21:43:27,0.017954,M4,false,ENGINE_OFF,15823,0.000000,0.000000,0.000000,0.700000,0.700000,false,,,,,false,800.000000,,,,,,,
1779158607.874830,2026-05-18T21:43:27,0.018013,M4,false,ENGINE_OFF,15823,0.000000,0.000000,0.000000,0.700000,0.700000,false,,,,,false,800.000000,,,,,,,
1779158607.892849,2026-05-18T21:43:27,0.017989,M4,false,ENGINE_OFF,15823,0.000000,0.000000,0.000000,0.700000,0.700000,false,,,,,false,800.000000,,,,,,,
1779158607.910816,2026-05-18T21:43:27,0.018002,M4,false,ENGINE_OFF,15823,0.000000,0.000000,0.000000,0.700000,0.700000,false,,,,,false,800.000000,,,,,,,
1779158607.928820,2026-05-18T21:43:27,0.018012,M4,false,ENGINE_OFF,15823,0.000000,0.000000,0.000000,0.700000,0.700000,false,,,,,false,800.000000,,,,,,,
1779158607.946843,2026-05-18T21:43:27,0.017989,M4,false,ENGINE_OFF,15823,0.000000,0.000000,0.000000,0.700000,0.700000,false,,,,,false,800.000000,,,,,,,
1779158607.964817,2026-05-18T21:43:27,0.017994,M4,false,ENGINE_OFF,15823,0.000000,0.000000,0.000000,0.700000,0.700000,false,,,,,false,800.000000,,,,,,,
1779158607.982808,2026-05-18T21:43:27,0.017995,M4,false,ENGINE_OFF,15823,0.000000,0.000000,0.000000,0.700000,0.700000,false,,,,,false,800.000000,,,,,,,
1779158608.000840,2026-05-18T21:43:28,0.018015,M4,false,ENGINE_OFF,15823,0.000000,0.000000,0.000000,0.700000,0.700000,false,,,,,false,800.000000,,,,,,,
1779158608.019002,2026-05-18T21:43:28,0.018184,M4,false,ENGINE_OFF,15823,0.000000,0.000000,0.000000,0.700000,0.700000,false,,,,,false,800.000000,,,,,,,
1779158608.036907,2026-05-18T21:43:28,0.017808,M4,false,ENGINE_OFF,15823,0.000000,0.000000,0.000000,0.700000,0.700000,false,,,,,false,800.000000,,,,,,,
1779158608.054797,2026-05-18T21:43:28,0.017997,M4,false,ENGINE_OFF,15823,0.000000,0.000000,0.000000,0.700000,0.700000,false,,,,,false,800.000000,,,,,,,
1779158608.072827,2026-05-18T21:43:28,0.017999,M4,false,ENGINE_OFF,15823,0.000000,0.000000,0.000000,0.700000,0.700000,false,,,,,false,800.000000,,,,,,,
1779158608.090834,2026-05-18T21:43:28,0.018012,M4,false,ENGINE_OFF,15823,0.000000,0.000000,0.000000,0.700000,0.700000,false,,,,,false,800.000000,,,,,,,
1779158608.108804,2026-05-18T21:43:28,0.017990,M4,false,ENGINE_OFF,15823,0.000000,0.000000,0.000000,0.700000,0.700000,false,,,,,false,800.000000,,,,,,,
1779158608.126850,2026-05-18T21:43:28,0.018014,M4,false,ENGINE_OFF,15823,0.000000,0.000000,0.000000,0.700000,0.700000,false,,,,,false,800.000000,,,,,,,
1779158608.144818,2026-05-18T21:43:28,0.017988,M4,false,ENGINE_OFF,15823,0.000000,0.000000,0.000000,0.700000,0.700000,false,,,,,false,800.000000,,,,,,,
1779158608.162814,2026-05-18T21:43:28,0.017996,M4,false,ENGINE_OFF,15823,0.000000,0.000000,0.000000,0.700000,0.700000,false,,,,,false,800.000000,,,,,,,
1779158608.180818,2026-05-18T21:43:28,0.018011,M4,false,ENGINE_OFF,15823,0.000000,0.000000,0.000000,0.700000,0.700000,false,,,,,false,800.000000,,,,,,,
1779158608.198804,2026-05-18T21:43:28,0.017998,M4,false,ENGINE_OFF,15823,0.000000,0.000000,0.000000,0.700000,0.700000,false,,,,,false,800.000000,,,,,,,
1779158608.216830,2026-05-18T21:43:28,0.017997,M4,false,ENGINE_OFF,15823,0.000000,0.000000,0.000000,0.700000,0.700000,false,,,,,false,800.000000,,,,,,,
1779158608.234810,2026-05-18T21:43:28,0.017999,M4,false,ENGINE_OFF,15823,0.000000,0.000000,0.000000,0.700000,0.700000,false,,,,,false,800.000000,,,,,,,
1779158608.252843,2026-05-18T21:43:28,0.018013,M4,false,ENGINE_OFF,15823,0.000000,0.000000,0.000000,0.700000,0.700000,false,,,,,false,800.000000,,,,,,,
1779158608.270837,2026-05-18T21:43:28,0.017991,M4,false,ENGINE_OFF,15823,0.000000,0.000000,0.000000,0.700000,0.700000,false,,,,,false,800.000000,,,,,,,
1779158608.288819,2026-05-18T21:43:28,0.017994,M4,false,ENGINE_OFF,15823,0.000000,0.000000,0.000000,0.700000,0.700000,false,,,,,false,800.000000,,,,,,,
1779158608.306809,2026-05-18T21:43:28,0.017998,M4,false,ENGINE_OFF,15823,0.000000,0.000000,0.000000,0.700000,0.700000,false,,,,,false,800.000000,,,,,,,
1779158608.324831,2026-05-18T21:43:28,0.018014,M4,false,ENGINE_OFF,15823,0.000000,0.000000,0.000000,0.700000,0.700000,false,,,,,false,800.000000,,,,,,,
1779158608.342820,2026-05-18T21:43:28,0.017988,M4,false,ENGINE_OFF,15823,0.000000,0.000000,0.000000,0.700000,0.700000,false,,,,,false,800.000000,,,,,,,
1779158608.360832,2026-05-18T21:43:28,0.018014,M4,false,ENGINE_OFF,15823,0.000000,0.000000,0.000000,0.700000,0.700000,false,,,,,false,800.000000,,,,,,,
1779158608.378840,2026-05-18T21:43:28,0.017993,M4,false,ENGINE_OFF,15823,0.000000,0.000000,0.000000,0.700000,0.700000,false,,,,,false,800.000000,,,,,,,
1779158608.396833,2026-05-18T21:43:28,0.017997,M4,false,ENGINE_OFF,15823,0.000000,0.000000,0.000000,0.700000,0.700000,false,,,,,false,800.000000,,,,,,,
1779158608.414973,2026-05-18T21:43:28,0.018018,M4,false,ENGINE_OFF,15823,0.000000,0.000000,0.000000,0.700000,0.700000,false,,,,,false,800.000000,,,,,,,
1779158608.433316,2026-05-18T21:43:28,0.017988,Supra,true,ENGINE_OFF,15823,0.000000,0.000000,0.000000,0.700000,0.700000,false,,,,,,,900.000000,,,,,,
1779158608.449825,2026-05-18T21:43:28,0.017005,Supra,true,ENGINE_OFF,15823,0.000000,0.000000,0.000000,0.700000,0.700000,false,,,,,,,900.000000,,,,,,
1779158608.467854,2026-05-18T21:43:28,0.018008,Supra,true,ENGINE_OFF,15823,0.000000,0.000000,0.000000,0.700000,0.700000,false,,,,,,,900.000000,,,,,,
1779158608.485800,2026-05-18T21:43:28,0.017977,Supra,true,ENGINE_OFF,15823,0.000000,0.000000,0.000000,0.700000,0.700000,false,,,,,,,900.000000,,,,,,
1779158608.503938,2026-05-18T21:43:28,0.018005,Supra,true,ENGINE_OFF,15823,0.000000,0.000000,0.000000,0.700000,0.700000,false,,,,,,,900.000000,,,,,,
1779158608.521816,2026-05-18T21:43:28,0.018005,Supra,true,ENGINE_OFF,15823,0.000000,0.000000,0.000000,0.700000,0.700000,false,,,,,,,900.000000,,,,,,
1779158608.539856,2026-05-18T21:43:28,0.018006,Supra,true,ENGINE_OFF,15823,0.000000,0.000000,0.000000,0.700000,0.700000,false,,,,,,,900.000000,,,,,,
1779158608.557810,2026-05-18T21:43:28,0.017991,Supra,true,ENGINE_OFF,15823,0.000000,0.000000,0.000000,0.700000,0.700000,false,,,,,,,900.000000,,,,,,
1779158608.575857,2026-05-18T21:43:28,0.017993,Supra,true,ENGINE_OFF,15823,0.000000,0.000000,0.000000,0.700000,0.700000,false,,,,,,,900.000000,,,,,,
1779158608.593819,2026-05-18T21:43:28,0.018001,Supra,true,ENGINE_OFF,15823,0.000000,0.000000,0.000000,0.700000,0.700000,false,,,,,,,900.000000,,,,,,
1779158608.611842,2026-05-18T21:43:28,0.018020,Supra,true,ENGINE_OFF,15823,0.000000,0.000000,0.000000,0.700000,0.700000,false,,,,,,,900.000000,,,,,,
1779158608.629856,2026-05-18T21:43:28,0.017978,Supra,true,ENGINE_OFF,15823,0.000000,0.000000,0.000000,0.700000,0.700000,false,,,,,,,900.000000,,,,,,
1779158608.647814,2026-05-18T21:43:28,0.018001,Supra,true,ENGINE_OFF,15823,0.000000,0.000000,0.000000,0.700000,0.700000,false,,,,,,,900.000000,,,,,,
1779158608.665829,2026-05-18T21:43:28,0.017999,Supra,true,ENGINE_OFF,15823,0.000000,0.000000,0.000000,0.700000,0.700000,false,,,,,,,900.000000,,,,,,
1779158608.683821,2026-05-18T21:43:28,0.018003,Supra,true,ENGINE_OFF,15823,0.000000,0.000000,0.000000,0.700000,0.700000,false,,,,,,,900.000000,,,,,,
1779158608.701850,2026-05-18T21:43:28,0.018016,Supra,true,ENGINE_OFF,15823,0.000000,0.000000,0.000000,0.700000,0.700000,false,,,,,,,900.000000,,,,,,
1779158608.719836,2026-05-18T21:43:28,0.017991,Supra,true,ENGINE_OFF,15823,0.000000,0.000000,0.000000,0.700000,0.700000,false,,,,,,,900.000000,,,,,,
1779158608.737838,2026-05-18T21:43:28,0.017999,Supra,true,ENGINE_OFF,15823,0.000000,0.000000,0.000000,0.700000,0.700000,false,,,,,,,900.000000,,,,,,
1779158608.755824,2026-05-18T21:43:28,0.017995,Supra,true,ENGINE_OFF,15823,0.000000,0.000000,0.000000,0.700000,0.700000,false,,,,,,,900.000000,,,,,,
1779158608.773848,2026-05-18T21:43:28,0.018009,Supra,true,ENGINE_OFF,15823,0.000000,0.000000,0.000000,0.700000,0.700000,false,,,,,,,900.000000,,,,,,
1779158608.791824,2026-05-18T21:43:28,0.017997,Supra,true,ENGINE_OFF,15823,0.000000,0.000000,0.000000,0.700000,0.700000,false,,,,,,,900.000000,,,,,,
1779158608.809826,2026-05-18T21:43:28,0.017994,Supra,true,ENGINE_OFF,15823,0.000000,0.000000,0.000000,0.700000,0.700000,false,,,,,,,900.000000,,,,,,
1779158608.827817,2026-05-18T21:43:28,0.018007,Supra,true,ENGINE_OFF,15823,0.000000,0.000000,0.000000,0.700000,0.700000,false,,,,,,,900.000000,,,,,,
1779158608.845811,2026-05-18T21:43:28,0.017989,Supra,true,ENGINE_OFF,15823,0.000000,0.000000,0.000000,0.700000,0.700000,false,,,,,,,900.000000,,,,,,
1779158608.863834,2026-05-18T21:43:28,0.018001,Supra,true,ENGINE_OFF,15823,0.000000,0.000000,0.000000,0.700000,0.700000,false,,,,,,,900.000000,,,,,,
1779158608.881848,2026-05-18T21:43:28,0.018021,Supra,true,ENGINE_OFF,15823,0.000000,0.000000,0.000000,0.700000,0.700000,false,,,,,,,900.000000,,,,,,
1779158608.899832,2026-05-18T21:43:28,0.017982,Supra,true,ENGINE_OFF,15823,0.000000,0.000000,0.000000,0.700000,0.700000,false,,,,,,,900.000000,,,,,,
1779158608.917832,2026-05-18T21:43:28,0.018013,Supra,true,ENGINE_OFF,15823,0.000000,0.000000,0.000000,0.700000,0.700000,false,,,,,,,900.000000,,,,,,
1779158608.935829,2026-05-18T21:43:28,0.017982,Supra,true,ENGINE_OFF,15823,0.000000,0.000000,0.000000,0.700000,0.700000,false,,,,,,,900.000000,,,,,,
1779158608.953815,2026-05-18T21:43:28,0.017999,Supra,true,ENGINE_OFF,15823,0.000000,0.000000,0.000000,0.700000,0.700000,false,,,,,,,900.000000,,,,,,
1779158608.971870,2026-05-18T21:43:28,0.018010,Supra,true,ENGINE_OFF,15823,0.000000,0.000000,0.000000,0.700000,0.700000,false,,,,,,,900.000000,,,,,,
1779158608.989842,2026-05-18T21:43:28,0.018006,Supra,true,ENGINE_OFF,15823,0.000000,0.000000,0.000000,0.700000,0.700000,false,,,,,,,900.000000,,,,,,
1779158609.007830,2026-05-18T21:43:29,0.017993,Supra,true,ENGINE_OFF,15823,0.000000,0.000000,0.000000,0.700000,0.700000,false,,,,,,,900.000000,,,,,,
1779158609.025848,2026-05-18T21:43:29,0.018005,Supra,true,ENGINE_OFF,15823,0.000000,0.000000,0.000000,0.700000,0.700000,false,,,,,,,900.000000,,,,,,
1779158609.043825,2026-05-18T21:43:29,0.017988,Supra,true,ENGINE_OFF,15823,0.000000,0.000000,0.000000,0.700000,0.700000,false,,,,,,,900.000000,,,,,,
1779158609.061819,2026-05-18T21:43:29,0.017999,Supra,true,ENGINE_OFF,15823,0.000000,0.000000,0.000000,0.700000,0.700000,false,,,,,,,900.000000,,,,,,
1779158609.079838,2026-05-18T21:43:29,0.018008,Supra,true,ENGINE_OFF,15823,0.000000,0.000000,0.000000,0.700000,0.700000,false,,,,,,,900.000000,,,,,,
1779158609.097959,2026-05-18T21:43:29,0.018014,Supra,true,ENGINE_OFF,15823,0.000000,0.000000,0.000000,0.700000,0.700000,false,,,,,,,900.000000,,,,,,
1779158609.116064,2026-05-18T21:43:29,0.018211,Supra,true,ENGINE_OFF,15823,0.000000,0.000000,0.000000,0.700000,0.700000,false,,,,,,,900.000000,,,,,,
1779158609.134061,2026-05-18T21:43:29,0.017991,Supra,true,ENGINE_OFF,15823,0.000000,0.000000,0.000000,0.700000,0.700000,false,,,,,,,900.000000,,,,,,
1779158609.152048,2026-05-18T21:43:29,0.018005,Supra,true,ENGINE_OFF,15823,0.000000,0.000000,0.000000,0.700000,0.700000,false,,,,,,,900.000000,,,,,,
1779158609.170059,2026-05-18T21:43:29,0.017991,Supra,true,ENGINE_OFF,15823,0.000000,0.000000,0.000000,0.700000,0.700000,false,,,,,,,900.000000,,,,,,
1779158609.188052,2026-05-18T21:43:29,0.018008,Supra,true,ENGINE_OFF,15823,0.000000,0.000000,0.000000,0.700000,0.700000,false,,,,,,,900.000000,,,,,,
1779158609.206042,2026-05-18T21:43:29,0.017993,Supra,true,ENGINE_OFF,15823,0.000000,0.000000,0.000000,0.700000,0.700000,false,,,,,,,900.000000,,,,,,
1779158609.224066,2026-05-18T21:43:29,0.018008,Supra,true,ENGINE_OFF,15823,0.000000,0.000000,0.000000,0.700000,0.700000,false,,,,,,,900.000000,,,,,,
1779158609.242193,2026-05-18T21:43:29,0.017994,Supra,false,ENGINE_OFF,15823,0.000000,0.000000,0.000000,0.700000,0.700000,false,,,,,,,900.000000,,,,,,
1779158609.260043,2026-05-18T21:43:29,0.018000,Supra,false,ENGINE_OFF,15823,0.000000,0.000000,0.000000,0.700000,0.700000,false,,,,,,,900.000000,,,,,,
1779158609.278045,2026-05-18T21:43:29,0.018003,Supra,false,ENGINE_OFF,15823,0.000000,0.000000,0.000000,0.700000,0.700000,false,,,,,,,900.000000,,,,,,
1779158609.296041,2026-05-18T21:43:29,0.017999,Supra,false,ENGINE_OFF,15823,0.000000,0.000000,0.000000,0.700000,0.700000,false,,,,,,,900.000000,,,,,,
1779158609.314064,2026-05-18T21:43:29,0.018007,Supra,false,ENGINE_OFF,15823,0.000000,0.000000,0.000000,0.700000,0.700000,false,,,,,,,900.000000,,,,,,
1779158609.332094,2026-05-18T21:43:29,0.017999,Supra,false,ENGINE_OFF,15823,0.000000,0.000000,0.000000,0.700000,0.700000,false,,,,,,,900.000000,,,,,,
1779158609.350106,2026-05-18T21:43:29,0.018009,Supra,false,ENGINE_OFF,15823,0.000000,0.000000,0.000000,0.700000,0.700000,false,,,,,,,900.000000,,,,,,
1779158609.368527,2026-05-18T21:43:29,0.017999,Hellcat,true,ENGINE_OFF,15823,0.000000,0.000000,0.000000,0.700000,0.700000,false,0.000000,1,750.000000,0.000000,,,,,,,,,
1779158609.386101,2026-05-18T21:43:29,0.017984,Hellcat,true,ENGINE_OFF,15823,0.000000,0.000000,0.000000,0.700000,0.700000,false,0.000000,1,750.000000,0.000000,,,,,,,,,
1779158609.404058,2026-05-18T21:43:29,0.018005,Hellcat,true,ENGINE_OFF,15823,0.000000,0.000000,0.000000,0.700000,0.700000,false,0.000000,1,750.000000,0.000000,,,,,,,,,
